SID,科目コード,評点
000327,00320201570315,83
001314,00320201570315,73
000754,00320201570315,73
000278,00320201570315,70
000129,00320201570315,81
001295,00320201570315,90
000603,00320161930060,81
000333,00320161930060,81
000546,00320161930060,67
001444,00320161930060,74
000411,00320161930060,89
001140,00320161930060,74
000152,00320161930060,86
000307,00320161930060,65
001199,00320161930060,81
000403,00320161930060,79
000484,00320161930060,76
001209,00320161930060,88
001163,00320161930060,89
000948,00320161930060,78
000243,00320161930060,77
000603,00320201548573,72
001285,00320201548573,73
000580,00320201548573,77
001067,00320201548573,66
000307,00320201548573,67
000077,00320201548573,84
000420,00320201548573,81
001323,00320201548573,66
001188,00320201548573,77
000388,00320201548573,80
000895,00320201548573,80
000948,00320201548573,75
001060,00320201548573,77
000746,00320201548573,76
000603,00120191639617,76
000290,00120191639617,84
000914,00120191639617,85
000100,00120191639617,81
001422,00120191639617,84
000318,00120191639617,76
000575,00120191639617,75
000089,00120191639617,73
000388,00120191639617,74
000141,00120191639617,73
000014,00120191639617,81
001236,00120191639617,84
000121,00120191639617,91
000484,00120191639617,76
001081,00120191639617,74
000765,00120191639617,71
001150,00120191639617,79
000603,00420161760025,75
000077,00420161760025,78
001044,00420161760025,75
001314,00420161760025,82
000754,00420161760025,74
001405,00420161760025,73
001413,00420161760025,83
000255,00420161760025,96
000524,00420161760025,81
001316,00420161760025,76
000278,00420161760025,76
000781,00420161760025,75
001243,00420161760025,78
001257,00420161760025,69
000266,00420161760025,79
001295,00420161760025,85
000333,00320201548506,84
001094,00320201548506,78
001285,00320201548506,76
001067,00320201548506,67
000152,00320201548506,79
000527,00320201548506,83
000077,00320201548506,77
000492,00320201548506,76
001166,00320201548506,81
001440,00320201548506,74
000555,00320201548506,86
001282,00320201548506,72
001128,00320201548506,81
001323,00320201548506,73
001030,00320201548506,70
000333,00320191639463,80
001014,00320191639463,79
001140,00320191639463,75
000152,00320191639463,83
001199,00320191639463,80
000527,00320191639463,89
001166,00320191639463,82
000420,00320191639463,73
000914,00320191639463,78
000388,00320191639463,74
000609,00320191639463,69
001339,00320191639463,80
000278,00320191639463,76
000449,00320191639463,74
000333,00120181548590,79
001199,00120181548590,75
000403,00120181548590,75
001000,00120181548590,79
000290,00120181548590,81
000771,00120181548590,80
000914,00120181548590,82
001117,00120181548590,83
000391,00120181548590,90
000575,00120181548590,74
000141,00120181548590,76
001301,00120181548590,69
000096,00120181548590,81
001338,00120181548590,85
001209,00120181548590,82
000255,00120181548590,91
001316,00120181548590,73
001094,00320181548476,83
000513,00320181548476,74
001067,00320181548476,74
000152,00320181548476,85
000492,00320181548476,79
001166,00320181548476,82
001188,00320181548476,78
000746,00320181548476,83
001094,00320215530016,85
000411,00320215530016,89
001140,00320215530016,79
000152,00320215530016,75
000307,00320215530016,74
000527,00320215530016,84
000420,00320215530016,78
000179,00320215530016,77
001440,00320215530016,74
001323,00320215530016,72
001285,00320151639560,70
000580,00320151639560,92
001140,00320151639560,76
001067,00320151639560,68
001199,00320151639560,82
000077,00320151639560,80
000492,00320151639560,76
000420,00320151639560,75
001440,00320151639560,75
000403,00320151639560,77
000555,00320151639560,84
001282,00320151639560,72
000176,00320151639560,63
000391,00320151639560,83
000575,00320151639560,80
001060,00320151639560,81
001285,00320191930044,68
001444,00320191930044,77
000411,00320191930044,92
001014,00320191930044,81
000513,00320191930044,67
001140,00320191930044,82
001067,00320191930044,70
001166,00320191930044,81
000420,00320191930044,77
000179,00320191930044,83
000555,00320191930044,85
000549,00320191930044,90
001282,00320191930044,66
001323,00320191930044,70
000141,00320191930044,75
000032,00320191930044,91
000906,00320191930044,76
000278,00320191930044,81
001243,00320191930044,82
001285,00320181639684,72
000307,00320181639684,70
000527,00320181639684,80
000403,00320181639684,77
001323,00320181639684,81
001188,00320181639684,80
000914,00320181639684,89
000177,00320181639684,77
001285,00620181710028,68
000549,00620181710028,84
001236,00620181710028,78
001079,00620181710028,84
000918,00620181710028,81
000532,00620181710028,63
000737,00620181710028,81
001269,00620181710028,81
000906,00620181710028,70
000653,00620181710028,72
000330,00620181710028,77
000052,00620181710028,81
001285,00520181570285,65
000722,00520181570285,81
000388,00520181570285,83
000724,00520181570285,70
000839,00520181570285,88
001150,00520181570285,79
000782,00520181570285,79
000648,00520181570285,76
000948,00520181570285,77
000449,00520181570285,79
001060,00520181570285,77
000746,00520181570285,84
000436,00520181570285,79
001030,00520181570285,78
000992,00520181570285,80
000827,00520181570285,88
001359,00520181570285,58
000546,00620191710141,70
000771,00620191710141,72
000089,00620191710141,69
001339,00620191710141,81
001079,00620191710141,89
000918,00620191710141,85
000532,00620191710141,71
000683,00620191710141,67
001081,00620191710141,80
001163,00620191710141,87
000737,00620191710141,82
001269,00620191710141,75
001260,00620191710141,81
000906,00620191710141,72
000653,00620191710141,73
000052,00620191710141,76
000240,00620191710141,80
001295,00620191710141,90
001444,00620181519093,78
001282,00620181519093,71
001339,00620181519093,73
001079,00620181519093,84
000532,00620181519093,83
001163,00620181519093,85
000653,00620181519093,78
000330,00620181519093,78
001150,00620181519093,80
000243,00620181519093,73
000411,00620181910035,85
000549,00620181910035,81
000176,00620181910035,80
001079,00620181910035,77
000683,00620181910035,71
001163,00620181910035,88
000737,00620181910035,77
001269,00620181910035,79
000906,00620181910035,76
000682,00620181910035,67
000330,00620181910035,80
000052,00620181910035,80
001044,00620181910035,68
001405,00620181910035,73
000411,00120191740105,85
001000,00120191740105,90
000225,00120191740105,76
000290,00120191740105,83
001422,00120191740105,76
000391,00120191740105,86
000318,00120191740105,76
000089,00120191740105,71
000388,00120191740105,84
000895,00120191740105,64
001301,00120191740105,79
000096,00120191740105,80
001338,00120191740105,81
001209,00120191740105,74
001413,00120191740105,86
000240,00120191740105,76
000411,00120161740024,88
001000,00120161740024,90
000225,00120161740024,72
001117,00120161740024,84
000100,00120161740024,70
001422,00120161740024,81
000391,00120161740024,82
000575,00120161740024,86
000089,00120161740024,68
000141,00120161740024,70
000895,00120161740024,80
000032,00120161740024,87
000609,00120161740024,77
001338,00120161740024,84
000484,00120161740024,68
001209,00120161740024,75
001163,00120161740024,92
000177,00120161740024,80
001150,00120161740024,82
000411,00120181555120,92
001440,00120181555120,74
001000,00120181555120,85
000176,00120181555120,77
000225,00120181555120,81
001309,00120181555120,69
000290,00120181555120,82
000771,00120181555120,76
000914,00120181555120,86
001422,00120181555120,81
000318,00120181555120,74
000575,00120181555120,74
000895,00120181555120,78
000014,00120181555120,82
001236,00120181555120,85
001301,00120181555120,74
000369,00120181555120,83
000609,00120181555120,75
000121,00120181555120,95
001338,00120181555120,85
000532,00120181555120,84
000411,00120181639587,90
000403,00120181639587,75
000771,00120181639587,71
000318,00120181639587,78
000575,00120181639587,77
000089,00120181639587,71
000388,00120181639587,77
000141,00120181639587,66
000014,00120181639587,82
001236,00120181639587,86
001301,00120181639587,76
000609,00120181639587,75
000121,00120181639587,94
000484,00120181639587,76
000683,00120181639587,74
001150,00120181639587,76
001060,00120181639587,73
000411,00520215570077,93
000492,00520215570077,79
001166,00520215570077,81
001339,00520215570077,83
000327,00520215570077,81
000724,00520215570077,66
001175,00520215570077,86
000782,00520215570077,84
000648,00520215570077,82
000948,00520215570077,73
000503,00520215570077,66
001030,00520215570077,75
001295,00520215570077,85
000992,00520215570077,82
000827,00520215570077,90
001359,00520215570077,59
001014,00520211529510,80
000722,00520211529510,72
001081,00520211529510,80
001163,00520211529510,88
001405,00520211529510,70
000724,00520211529510,71
000839,00520211529510,93
001175,00520211529510,89
000782,00520211529510,78
000987,00520211529510,72
001062,00520211529510,89
000648,00520211529510,78
000449,00520211529510,79
001060,00520211529510,71
000436,00520211529510,81
001030,00520211529510,75
001295,00520211529510,90
001359,00520211529510,53
001014,00620191420119,82
001323,00620191420119,71
000176,00620191420119,69
000391,00620191420119,83
000895,00620191420119,73
000096,00620191420119,77
000609,00620191420119,68
001339,00620191420119,75
001079,00620191420119,74
000918,00620191420119,84
000737,00620191420119,76
000653,00620191420119,80
000330,00620191420119,83
000052,00620191420119,83
001014,00620201519042,80
000492,00620201519042,81
001000,00620201519042,88
000575,00620201519042,72
000388,00620201519042,75
001236,00620201519042,82
001209,00620201519042,72
000918,00620201519042,86
001081,00620201519042,78
001163,00620201519042,86
000737,00620201519042,85
001260,00620201519042,89
000906,00620201519042,75
000653,00620201519042,77
000330,00620201519042,82
000513,00620205710014,67
000307,00620205710014,68
001422,00620205710014,81
001339,00620205710014,74
000683,00620205710014,79
001081,00620205710014,78
001269,00620205710014,80
001260,00620205710014,81
000906,00620205710014,79
000682,00620205710014,69
000330,00620205710014,80
000052,00620205710014,77
001140,00620191519140,77
001323,00620191519140,72
001188,00620191519140,70
001000,00620191519140,88
001339,00620191519140,76
000918,00620191519140,83
000532,00620191519140,75
000683,00620191519140,84
001081,00620191519140,75
000737,00620191519140,85
001260,00620191519140,86
000653,00620191519140,76
000330,00620191519140,77
000052,00620191519140,82
001405,00620191519140,68
001067,00520181750011,73
001199,00520181750011,87
000403,00520181750011,78
001422,00520181750011,86
001209,00520181750011,79
000724,00520181750011,64
000839,00520181750011,91
001150,00520181750011,78
001062,00520181750011,81
000648,00520181750011,81
000449,00520181750011,82
001060,00520181750011,72
000746,00520181750011,92
000436,00520181750011,81
001030,00520181750011,79
001295,00520181750011,89
000992,00520181750011,82
000152,00520191950010,81
001166,00520191950010,81
000771,00520191950010,75
001339,00520191950010,79
000724,00520191950010,65
000839,00520191950010,94
001150,00520191950010,81
001175,00520191950010,76
000782,00520191950010,75
000987,00520191950010,77
001062,00520191950010,83
000648,00520191950010,80
000449,00520191950010,78
000503,00520191950010,70
001060,00520191950010,76
000746,00520191950010,85
000436,00520191950010,78
001295,00520191950010,89
000243,00520191950010,73
001359,00520191950010,69
000152,00420171920014,77
000089,00420171920014,71
000737,00420171920014,80
001314,00420171920014,77
000754,00420171920014,80
001405,00420171920014,68
001413,00420171920014,84
000255,00420171920014,91
001316,00420171920014,73
001084,00420171920014,78
000278,00420171920014,74
000240,00420171920014,78
000781,00420171920014,81
001243,00420171920014,80
